Contract,Author_Position,Original_Contract_Title,English_Title,Scopus,Web_of_Science,Rubles,,,,,,,,,,,,,,,
1810,3,"Влияние пандемии COVID19 на покупательское поведение онлайнпотребителей
 Impact of the COVID19 pandemic on online consumer purchasing behavior",Effect of Pandemic COVID19 on customer behavior of online,Q1Q2,TRUE,82000,,,,,,,,,,,,,,,
1810,4,"Влияние пандемии COVID19 на покупательское поведение онлайнпотребителей
 Impact of the COVID19 pandemic on online consumer purchasing behavior",Effect of Pandemic COVID19 on customer behavior of online,Q1Q2,TRUE,72980,,,,,,,,,,,,,,,
1810,5,"Влияние пандемии COVID19 на покупательское поведение онлайнпотребителей
 Impact of the COVID19 pandemic on online consumer purchasing behavior",Effect of Pandemic COVID19 on customer behavior of online,Q1Q2,TRUE,63960,,,,,,,,,,,,,,,
1811,1,"Драйверы экосистемы мобильных платежей в контексте повышения взаимодействия с клиентами
 Drivers of the mobile payments ecosystem in the context of enhancing customer engagement",Mobile payment ecosystem drivers in the context of increasing customer interaction,Q1Q2,TRUE,205820,,,,,,,,,,,,,,,
1811,2,"Драйверы экосистемы мобильных платежей в контексте повышения взаимодействия с клиентами
 Drivers of the mobile payments ecosystem in the context of enhancing customer engagement",Mobile payment ecosystem drivers in the context of increasing customer interaction,Q1Q2,TRUE,109880,,,,,,,,,,,,,,,
1811,3,"Драйверы экосистемы мобильных платежей в контексте повышения взаимодействия с клиентами
 Drivers of the mobile payments ecosystem in the context of enhancing customer engagement",Mobile payment ecosystem drivers in the context of increasing customer interaction,Q1Q2,TRUE,95940,,,,,,,,,,,,,,,
1811,4,"Драйверы экосистемы мобильных платежей в контексте повышения взаимодействия с клиентами
 Drivers of the mobile payments ecosystem in the context of enhancing customer engagement",Mobile payment ecosystem drivers in the context of increasing customer interaction,Q1Q2,TRUE,82000,,,,,,,,,,,,,,,
1812,1,"Повышение эффективности электронной коммерции в процессе бизнесмоделирования
 Improving the efficiency of ecommerce in the process of business modeling",Improving e-commerce efficiency in the business modeling process,Q1Q2,TRUE,205820,,,,,,,,,,,,,,,
1812,2,"Повышение эффективности электронной коммерции в процессе бизнесмоделирования
 Improving the efficiency of ecommerce in the process of business modeling",Improving e-commerce efficiency in the business modeling process,Q1Q2,TRUE,109880,,,,,,,,,,,,,,,
1812,3,"Повышение эффективности электронной коммерции в процессе бизнесмоделирования
 Improving the efficiency of ecommerce in the process of business modeling",Improving e-commerce efficiency in the business modeling process,Q1Q2,TRUE,95940,,,,,,,,,,,,,,,
1812,4,"Повышение эффективности электронной коммерции в процессе бизнесмоделирования
 Improving the efficiency of ecommerce in the process of business modeling",Improving e-commerce efficiency in the business modeling process,Q1Q2,TRUE,82000,,,,,,,,,,,,,,,
1813,1,"Архитектура контента в контексте взаимодействия с социальными сетями для размещения продукта
 Content architecture in the context of social media interaction for product placement",Content architecture in the context of interaction with social networks for product placement,Q1Q2,TRUE,182860,,,,,,,,,,,,,,,
1813,2,"Архитектура контента в контексте взаимодействия с социальными сетями для размещения продукта
 Content architecture in the context of social media interaction for product placement",Content architecture in the context of interaction with social networks for product placement,Q1Q2,TRUE,91840,,,,,,,,,,,,,,,
1813,3,"Архитектура контента в контексте взаимодействия с социальными сетями для размещения продукта
 Content architecture in the context of social media interaction for product placement",Content architecture in the context of interaction with social networks for product placement,Q1Q2,TRUE,82000,,,,,,,,,,,,,,,
1813,4,"Архитектура контента в контексте взаимодействия с социальными сетями для размещения продукта
 Content architecture in the context of social media interaction for product placement",Content architecture in the context of interaction with social networks for product placement,Q1Q2,TRUE,72980,,,,,,,,,,,,,,,
1813,5,"Архитектура контента в контексте взаимодействия с социальными сетями для размещения продукта
 Content architecture in the context of social media interaction for product placement",Content architecture in the context of interaction with social networks for product placement,Q1Q2,TRUE,63960,,,,,,,,,,,,,,,
1814,1,"Спектрофотометрические методы определения алкалоидов пуринового ряда для экстракции кофеина теобромина и теофиллина из водных растворов
 Spectrophotometric methods for the determination of purine alkaloids for the extraction of caffeine theobromine and theophylline from aqueous solutions",Spectrophotometric methods for determining the alkaloids of purine row for the extraction of caffeine theobromine and theophylline from aqueous solutions,FALSE,FALSE,44280,,,,,,,,,,,,,,,
1814,2,"Спектрофотометрические методы определения алкалоидов пуринового ряда для экстракции кофеина теобромина и теофиллина из водных растворов
 Spectrophotometric methods for the determination of purine alkaloids for the extraction of caffeine theobromine and theophylline from aqueous solutions",Spectrophotometric methods for determining the alkaloids of purine row for the extraction of caffeine theobromine and theophylline from aqueous solutions,FALSE,FALSE,39360,,,,,,,,,,,,,,,
1814,3,"Спектрофотометрические методы определения алкалоидов пуринового ряда для экстракции кофеина теобромина и теофиллина из водных растворов
 Spectrophotometric methods for the determination of purine alkaloids for the extraction of caffeine theobromine and theophylline from aqueous solutions",Spectrophotometric methods for determining the alkaloids of purine row for the extraction of caffeine theobromine and theophylline from aqueous solutions,FALSE,FALSE,34440,,,,,,,,,,,,,,,
1814,4,"Спектрофотометрические методы определения алкалоидов пуринового ряда для экстракции кофеина теобромина и теофиллина из водных растворов
 Spectrophotometric methods for the determination of purine alkaloids for the extraction of caffeine theobromine and theophylline from aqueous solutions",Spectrophotometric methods for determining the alkaloids of purine row for the extraction of caffeine theobromine and theophylline from aqueous solutions,FALSE,FALSE,29520,,,,,,,,,,,,,,,
1815,1,"The Oneway FSI method based on RANSFEM for the Open Water Test of a Marine propeller at the different loading conditions
 Односторонний метод FSI на основе RANSFEM для испытания морского гребного винта в открытой воде при различных условиях нагрузки",The Oneway FSI method based on RANSFEM for the Open Water Test of a Marine propeller at the different loading conditions,Q2Q3,TRUE,182860,,,,,,,,,,,,,,,
1815,2,"The Oneway FSI method based on RANSFEM for the Open Water Test of a Marine propeller at the different loading conditions
 Односторонний метод FSI на основе RANSFEM для испытания морского гребного винта в открытой воде при различных условиях нагрузки",The Oneway FSI method based on RANSFEM for the Open Water Test of a Marine propeller at the different loading conditions,Q2Q3,TRUE,123000,,,,,,,,,,,,,,,
1815,3,"The Oneway FSI method based on RANSFEM for the Open Water Test of a Marine propeller at the different loading conditions
 Односторонний метод FSI на основе RANSFEM для испытания морского гребного винта в открытой воде при различных условиях нагрузки",The Oneway FSI method based on RANSFEM for the Open Water Test of a Marine propeller at the different loading conditions,Q2Q3,TRUE,110700,,,,,,,,,,,,,,,
1815,4,"The Oneway FSI method based on RANSFEM for the Open Water Test of a Marine propeller at the different loading conditions
 Односторонний метод FSI на основе RANSFEM для испытания морского гребного винта в открытой воде при различных условиях нагрузки",The Oneway FSI method based on RANSFEM for the Open Water Test of a Marine propeller at the different loading conditions,Q2Q3,TRUE,72980,,,,,,,,,,,,,,,
1815,5,"The Oneway FSI method based on RANSFEM for the Open Water Test of a Marine propeller at the different loading conditions
 Односторонний метод FSI на основе RANSFEM для испытания морского гребного винта в открытой воде при различных условиях нагрузки",The Oneway FSI method based on RANSFEM for the Open Water Test of a Marine propeller at the different loading conditions,Q2Q3,TRUE,63960,,,,,,,,,,,,,,,
1816,1,"Прогнозирование пропускной способности надувной резиновой дамбы с использованием оптимизации роя частиц и генетического алгоритма
 Predicting the capacity of an inflatable rubber dam using particle swarm optimization and a genetic algorithm",Prediction of the bandwidth of the inflatable rubber dam using the optimization of the partio of the particles and the genetic algorithm,Q1,TRUE,139400,,,,,,,,,,,,,,,
1816,2,"Прогнозирование пропускной способности надувной резиновой дамбы с использованием оптимизации роя частиц и генетического алгоритма
 Predicting the capacity of an inflatable rubber dam using particle swarm optimization and a genetic algorithm",Prediction of the bandwidth of the inflatable rubber dam using the optimization of the partio of the particles and the genetic algorithm,Q1,TRUE,131200,,,,,,,,,,,,,,,
1816,3,"Прогнозирование пропускной способности надувной резиновой дамбы с использованием оптимизации роя частиц и генетического алгоритма
 Predicting the capacity of an inflatable rubber dam using particle swarm optimization and a genetic algorithm",Prediction of the bandwidth of the inflatable rubber dam using the optimization of the partio of the particles and the genetic algorithm,Q1,TRUE,123000,,,,,,,,,,,,,,,
1816,4,"Прогнозирование пропускной способности надувной резиновой дамбы с использованием оптимизации роя частиц и генетического алгоритма
 Predicting the capacity of an inflatable rubber dam using particle swarm optimization and a genetic algorithm",Prediction of the bandwidth of the inflatable rubber dam using the optimization of the partio of the particles and the genetic algorithm,Q1,TRUE,65600,,,,,,,,,,,,,,,
1816,5,"Прогнозирование пропускной способности надувной резиновой дамбы с использованием оптимизации роя частиц и генетического алгоритма
 Predicting the capacity of an inflatable rubber dam using particle swarm optimization and a genetic algorithm",Prediction of the bandwidth of the inflatable rubber dam using the optimization of the partio of the particles and the genetic algorithm,Q1,TRUE,57400,,,,,,,,,,,,,,,
1817,1,"Оценка эффективности измененной суррогатной модели условной колеблющейся водной толщи с использованием OpenFOAM
 
 Evaluation of the efficiency of a modified surrogate model of a conditional oscillating water column using OpenFOAM",Evaluation of the effectiveness of a changed surrogate model of conditional fluctuating water tower using OpenFoam,Q1Q2Q3,TRUE,143500,,,,,,,,,,,,,,,
1817,2,"Оценка эффективности измененной суррогатной модели условной колеблющейся водной толщи с использованием OpenFOAM
 
 Evaluation of the efficiency of a modified surrogate model of a conditional oscillating water column using OpenFOAM",Evaluation of the effectiveness of a changed surrogate model of conditional fluctuating water tower using OpenFoam,Q1Q2Q3,TRUE,123000,,,,,,,,,,,,,,,
1817,3,"Оценка эффективности измененной суррогатной модели условной колеблющейся водной толщи с использованием OpenFOAM
 
 Evaluation of the efficiency of a modified surrogate model of a conditional oscillating water column using OpenFOAM",Evaluation of the effectiveness of a changed surrogate model of conditional fluctuating water tower using OpenFoam,Q1Q2Q3,TRUE,106600,,,,,,,,,,,,,,,
1817,4,"Оценка эффективности измененной суррогатной модели условной колеблющейся водной толщи с использованием OpenFOAM
 
 Evaluation of the efficiency of a modified surrogate model of a conditional oscillating water column using OpenFOAM",Evaluation of the effectiveness of a changed surrogate model of conditional fluctuating water tower using OpenFoam,Q1Q2Q3,TRUE,73800,,,,,,,,,,,,,,,
1817,5,"Оценка эффективности измененной суррогатной модели условной колеблющейся водной толщи с использованием OpenFOAM
 
 Evaluation of the efficiency of a modified surrogate model of a conditional oscillating water column using OpenFOAM",Evaluation of the effectiveness of a changed surrogate model of conditional fluctuating water tower using OpenFoam,Q1Q2Q3,TRUE,57400,,,,,,,,,,,,,,,
1818,1,"Моделирование способности ионной жидкости Bmim BF4 улавливать CO2 с использованием коннекционистских интеллектуальных парадигм
 Modeling the ability of an ionic liquid Bmim BF4 to capture CO2 using connectionist intelligent paradigms",Modeling the BMIM BF4 ionic fluid ability to capture CO2 using conjunctionist intelligent paradigms,Q1,TRUE,143500,,,,,,,,,,,,,,,
1818,2,"Моделирование способности ионной жидкости Bmim BF4 улавливать CO2 с использованием коннекционистских интеллектуальных парадигм
 Modeling the ability of an ionic liquid Bmim BF4 to capture CO2 using connectionist intelligent paradigms",Modeling the BMIM BF4 ionic fluid ability to capture CO2 using conjunctionist intelligent paradigms,Q1,TRUE,123000,,,,,,,,,,,,,,,
1818,3,"Моделирование способности ионной жидкости Bmim BF4 улавливать CO2 с использованием коннекционистских интеллектуальных парадигм
 Modeling the ability of an ionic liquid Bmim BF4 to capture CO2 using connectionist intelligent paradigms",Modeling the BMIM BF4 ionic fluid ability to capture CO2 using conjunctionist intelligent paradigms,Q1,TRUE,110700,,,,,,,,,,,,,,,
1818,4,"Моделирование способности ионной жидкости Bmim BF4 улавливать CO2 с использованием коннекционистских интеллектуальных парадигм
 Modeling the ability of an ionic liquid Bmim BF4 to capture CO2 using connectionist intelligent paradigms",Modeling the BMIM BF4 ionic fluid ability to capture CO2 using conjunctionist intelligent paradigms,Q1,TRUE,73800,,,,,,,,,,,,,,,
1818,5,"Моделирование способности ионной жидкости Bmim BF4 улавливать CO2 с использованием коннекционистских интеллектуальных парадигм
 Modeling the ability of an ionic liquid Bmim BF4 to capture CO2 using connectionist intelligent paradigms",Modeling the BMIM BF4 ionic fluid ability to capture CO2 using conjunctionist intelligent paradigms,Q1,TRUE,57400,,,,,,,,,,,,,,,
1819,1,"The importance of religion for social services
 Важность религии для социальных служб",The importance of religion for social services,FALSE,FALSE,132020,,,,,,,,,,,,,,,
1819,2,"The importance of religion for social services
 Важность религии для социальных служб",The importance of religion for social services,FALSE,FALSE,109880,,,,,,,,,,,,,,,
1819,3,"The importance of religion for social services
 Важность религии для социальных служб",The importance of religion for social services,FALSE,FALSE,87740,,,,,,,,,,,,,,,
1820,1,"Social work education in the Arab society
 Обучение социальной работе в арабском обществе",Social work education in the Arab society,FALSE,FALSE,132020,,,,,,,,,,,,,,,
1820,2,"Social work education in the Arab society
 Обучение социальной работе в арабском обществе",Social work education in the Arab society,FALSE,FALSE,109880,,,,,,,,,,,,,,,
1820,3,"Social work education in the Arab society
 Обучение социальной работе в арабском обществе",Social work education in the Arab society,FALSE,FALSE,87740,,,,,,,,,,,,,,,
1821,1,"Computer simulation in social work education
 Компьютерное моделирование в образовании в сфере социальной работы",Computer simulation in social work education,Q2,TRUE,132020,,,,,,,,,,,,,,,
1821,2,"Computer simulation in social work education
 Компьютерное моделирование в образовании в сфере социальной работы",Computer simulation in social work education,Q2,TRUE,109880,,,,,,,,,,,,,,,
1821,3,"Computer simulation in social work education
 Компьютерное моделирование в образовании в сфере социальной работы",Computer simulation in social work education,Q2,TRUE,87740,,,,,,,,,,,,,,,
1822,1,"Сравнительный анализ потенциальных факторов риска цепочек и оценка процессов интеграции России в мировые цепочки поставок
 Comparative Analysis of Potential Risk Factors for Chains and Assessment of Russias Integration into Global Supply Chains",Comparative analysis of potential risk factors for chains and evaluation of Russia's integration processes into world supply chains,Q3,FALSE,45100,,,,,,,,,,,,,,,
1822,2,"Сравнительный анализ потенциальных факторов риска цепочек и оценка процессов интеграции России в мировые цепочки поставок
 Comparative Analysis of Potential Risk Factors for Chains and Assessment of Russias Integration into Global Supply Chains",Comparative analysis of potential risk factors for chains and evaluation of Russia's integration processes into world supply chains,Q3,FALSE,41000,,,,,,,,,,,,,,,
1822,3,"Сравнительный анализ потенциальных факторов риска цепочек и оценка процессов интеграции России в мировые цепочки поставок
 Comparative Analysis of Potential Risk Factors for Chains and Assessment of Russias Integration into Global Supply Chains",Comparative analysis of potential risk factors for chains and evaluation of Russia's integration processes into world supply chains,Q3,FALSE,29520,,,,,,,,,,,,,,,
1822,4,"Сравнительный анализ потенциальных факторов риска цепочек и оценка процессов интеграции России в мировые цепочки поставок
 Comparative Analysis of Potential Risk Factors for Chains and Assessment of Russias Integration into Global Supply Chains",Comparative analysis of potential risk factors for chains and evaluation of Russia's integration processes into world supply chains,Q3,FALSE,25420,,,,,,,,,,,,,,,
1822,5,"Сравнительный анализ потенциальных факторов риска цепочек и оценка процессов интеграции России в мировые цепочки поставок
 Comparative Analysis of Potential Risk Factors for Chains and Assessment of Russias Integration into Global Supply Chains",Comparative analysis of potential risk factors for chains and evaluation of Russia's integration processes into world supply chains,Q3,FALSE,21320,,,,,,,,,,,,,,,
1823,1,"Социологический портрет семейного бизнеса постсоветских экономик вызовы рынка и общества
 Sociological portrait of family business in postSoviet economies challenges of the market and society",Sociological portrait of family business post-Soviet economies market challenges and society,Q2,FALSE,98400,,,,,,,,,,,,,,,
1823,2,"Социологический портрет семейного бизнеса постсоветских экономик вызовы рынка и общества
 Sociological portrait of family business in postSoviet economies challenges of the market and society",Sociological portrait of family business post-Soviet economies market challenges and society,Q2,FALSE,87740,,,,,,,,,,,,,,,
1823,3,"Социологический портрет семейного бизнеса постсоветских экономик вызовы рынка и общества
 Sociological portrait of family business in postSoviet economies challenges of the market and society",Sociological portrait of family business post-Soviet economies market challenges and society,Q2,FALSE,77080,,,,,,,,,,,,,,,
1823,4,"Социологический портрет семейного бизнеса постсоветских экономик вызовы рынка и общества
 Sociological portrait of family business in postSoviet economies challenges of the market and society",Sociological portrait of family business post-Soviet economies market challenges and society,Q2,FALSE,65600,,,,,,,,,,,,,,,
1824,1,"Математическое и численное моделирование оптимизации судовых обводов
 numerical modeling of optimization of ship lines",Mathematical and numerical simulation of optimization of ship ducts,Q3,FALSE,62320,,,,,,,,,,,,,,,
1824,2,"Математическое и численное моделирование оптимизации судовых обводов
 numerical modeling of optimization of ship lines",Mathematical and numerical simulation of optimization of ship ducts,Q3,FALSE,54940,,,,,,,,,,,,,,,
1824,3,"Математическое и численное моделирование оптимизации судовых обводов
 numerical modeling of optimization of ship lines",Mathematical and numerical simulation of optimization of ship ducts,Q3,FALSE,48380,,,,,,,,,,,,,,,
1824,4,"Математическое и численное моделирование оптимизации судовых обводов
 numerical modeling of optimization of ship lines",Mathematical and numerical simulation of optimization of ship ducts,Q3,FALSE,41000,,,,,,,,,,,,,,,
1825,1,"model of a dualfuel diesel engine
 
 Модель сгорания двухтопливного дизельного двигателя",model of a dualfuel diesel engine,Q2,TRUE,205000,,,,,,,,,,,,,,,
1825,2,"model of a dualfuel diesel engine
 
 Модель сгорания двухтопливного дизельного двигателя",model of a dualfuel diesel engine,Q2,TRUE,114800,,,,,,,,,,,,,,,
1825,3,"model of a dualfuel diesel engine
 
 Модель сгорания двухтопливного дизельного двигателя",model of a dualfuel diesel engine,Q2,TRUE,90200,,,,,,,,,,,,,,,
1826,1,"Утверждение правил коммуникации с пациентом в современной клинической практике и роль религиозных общин в их формировании
 Approval of the Standarts of communication with the patient in modern clinical practice and the role of religious communities in their formation",Approval of communication rules with a patient in modern clinical practice and the role of religious communities in their formation,Q3,FALSE,41000,,,,,,,,,,,,,,,
1826,2,"Утверждение правил коммуникации с пациентом в современной клинической практике и роль религиозных общин в их формировании
 Approval of the Standarts of communication with the patient in modern clinical practice and the role of religious communities in their formation",Approval of communication rules with a patient in modern clinical practice and the role of religious communities in their formation,Q3,FALSE,37720,,,,,,,,,,,,,,,
1826,3,"Утверждение правил коммуникации с пациентом в современной клинической практике и роль религиозных общин в их формировании
 Approval of the Standarts of communication with the patient in modern clinical practice and the role of religious communities in their formation",Approval of communication rules with a patient in modern clinical practice and the role of religious communities in their formation,Q3,FALSE,36080,,,,,,,,,,,,,,,
1826,4,"Утверждение правил коммуникации с пациентом в современной клинической практике и роль религиозных общин в их формировании
 Approval of the Standarts of communication with the patient in modern clinical practice and the role of religious communities in their formation",Approval of communication rules with a patient in modern clinical practice and the role of religious communities in their formation,Q3,FALSE,32800,,,,,,,,,,,,,,,
1827,1,"Технология термического напыления для  зубных рядов сфункциональной точки зрения
 Thermal spray technology for dentition from a functional point of view",Technology of thermal spraying for dental rows of a spunning point of view,Q3,FALSE,62320,,,,,,,,,,,,,,,
1827,2,"Технология термического напыления для  зубных рядов сфункциональной точки зрения
 Thermal spray technology for dentition from a functional point of view",Technology of thermal spraying for dental rows of a spunning point of view,Q3,FALSE,54940,,,,,,,,,,,,,,,
1827,3,"Технология термического напыления для  зубных рядов сфункциональной точки зрения
 Thermal spray technology for dentition from a functional point of view",Technology of thermal spraying for dental rows of a spunning point of view,Q3,FALSE,48380,,,,,,,,,,,,,,,
1827,4,"Технология термического напыления для  зубных рядов сфункциональной точки зрения
 Thermal spray technology for dentition from a functional point of view",Technology of thermal spraying for dental rows of a spunning point of view,Q3,FALSE,41000,,,,,,,,,,,,,,,
1828,1,"Особенности остеофиксаторов с биоинертным покрытием в стоматологии
 Features of osteofixators with bioinert coating in dentistry",Features of osteophies with bioopert coating in dentistry,Q3,FALSE,62320,,,,,,,,,,,,,,,
1828,2,"Особенности остеофиксаторов с биоинертным покрытием в стоматологии
 Features of osteofixators with bioinert coating in dentistry",Features of osteophies with bioopert coating in dentistry,Q3,FALSE,54940,,,,,,,,,,,,,,,
1828,3,"Особенности остеофиксаторов с биоинертным покрытием в стоматологии
 Features of osteofixators with bioinert coating in dentistry",Features of osteophies with bioopert coating in dentistry,Q3,FALSE,48380,,,,,,,,,,,,,,,
1828,4,"Особенности остеофиксаторов с биоинертным покрытием в стоматологии
 Features of osteofixators with bioinert coating in dentistry",Features of osteophies with bioopert coating in dentistry,Q3,FALSE,41000,,,,,,,,,,,,,,,
1829,1,"Financing and Sustainable Development of DigitalMedia Holdings A Case of Alibaba Group
 Устойчивое развитие цифровых медиахолдингов пример Alibaba Group",Financing and Sustainable Development of DigitalMedia Holdings A Case of Alibaba Group,Q3,FALSE,62320,,,,,,,,,,,,,,,
1829,2,"Financing and Sustainable Development of DigitalMedia Holdings A Case of Alibaba Group
 Устойчивое развитие цифровых медиахолдингов пример Alibaba Group",Financing and Sustainable Development of DigitalMedia Holdings A Case of Alibaba Group,Q3,FALSE,54940,,,,,,,,,,,,,,,
1829,3,"Financing and Sustainable Development of DigitalMedia Holdings A Case of Alibaba Group
 Устойчивое развитие цифровых медиахолдингов пример Alibaba Group",Financing and Sustainable Development of DigitalMedia Holdings A Case of Alibaba Group,Q3,FALSE,48380,,,,,,,,,,,,,,,
1829,4,"Financing and Sustainable Development of DigitalMedia Holdings A Case of Alibaba Group
 Устойчивое развитие цифровых медиахолдингов пример Alibaba Group",Financing and Sustainable Development of DigitalMedia Holdings A Case of Alibaba Group,Q3,FALSE,41000,,,,,,,,,,,,,,,
1830,1,"Эффективное управление цепочками поставок в контексте цифровой глобализации
 Effective supply chain management in the context of digital globalization",Effective supply chain management in the context of digital globalization,Q3Q4,FALSE,37720,,,,,,,,,,,,,,,
1830,2,"Эффективное управление цепочками поставок в контексте цифровой глобализации
 Effective supply chain management in the context of digital globalization",Effective supply chain management in the context of digital globalization,Q3Q4,FALSE,33620,,,,,,,,,,,,,,,
1830,3,"Эффективное управление цепочками поставок в контексте цифровой глобализации
 Effective supply chain management in the context of digital globalization",Effective supply chain management in the context of digital globalization,Q3Q4,FALSE,29520,,,,,,,,,,,,,,,
1830,4,"Эффективное управление цепочками поставок в контексте цифровой глобализации
 Effective supply chain management in the context of digital globalization",Effective supply chain management in the context of digital globalization,Q3Q4,FALSE,25420,,,,,,,,,,,,,,,
1830,5,"Эффективное управление цепочками поставок в контексте цифровой глобализации
 Effective supply chain management in the context of digital globalization",Effective supply chain management in the context of digital globalization,Q3Q4,FALSE,21320,,,,,,,,,,,,,,,
1831,1,"Эффективное управление цепочками поставок в контексте цифровой глобализации
 Effective supply chain management in the context of digital globalization",Effective supply chain management in the context of digital globalization,Q3Q4,FALSE,37720,,,,,,,,,,,,,,,
1831,2,"Эффективное управление цепочками поставок в контексте цифровой глобализации
 Effective supply chain management in the context of digital globalization",Effective supply chain management in the context of digital globalization,Q3Q4,FALSE,33620,,,,,,,,,,,,,,,
1831,3,"Эффективное управление цепочками поставок в контексте цифровой глобализации
 Effective supply chain management in the context of digital globalization",Effective supply chain management in the context of digital globalization,Q3Q4,FALSE,29520,,,,,,,,,,,,,,,
1831,4,"Эффективное управление цепочками поставок в контексте цифровой глобализации
 Effective supply chain management in the context of digital globalization",Effective supply chain management in the context of digital globalization,Q3Q4,FALSE,25420,,,,,,,,,,,,,,,
1831,5,"Эффективное управление цепочками поставок в контексте цифровой глобализации
 Effective supply chain management in the context of digital globalization",Effective supply chain management in the context of digital globalization,Q3Q4,FALSE,21320,,,,,,,,,,,,,,,
1832,1,"Эффективное управление цепочками поставок в контексте цифровой глобализации
 Effective supply chain management in the context of digital globalization",Effective supply chain management in the context of digital globalization,Q3,FALSE,37720,,,,,,,,,,,,,,,
1832,2,"Эффективное управление цепочками поставок в контексте цифровой глобализации
 Effective supply chain management in the context of digital globalization",Effective supply chain management in the context of digital globalization,Q3,FALSE,33620,,,,,,,,,,,,,,,
1832,3,"Эффективное управление цепочками поставок в контексте цифровой глобализации
 Effective supply chain management in the context of digital globalization",Effective supply chain management in the context of digital globalization,Q3,FALSE,29520,,,,,,,,,,,,,,,
1832,4,"Эффективное управление цепочками поставок в контексте цифровой глобализации
 Effective supply chain management in the context of digital globalization",Effective supply chain management in the context of digital globalization,Q3,FALSE,25420,,,,,,,,,,,,,,,
1832,5,"Эффективное управление цепочками поставок в контексте цифровой глобализации
 Effective supply chain management in the context of digital globalization",Effective supply chain management in the context of digital globalization,Q3,FALSE,21320,,,,,,,,,,,,,,,
1833,1,"Настраиваемая многополосная микрополосковая антенна с высоким коэффициентом усиления на основе жидкостного  медного разъемного кольцевого резонатора для суперстратов с разъемным кольцевым резонатором для связи в диапазонах c  x
 
 Configurable high gain liquid  copper split ring resonator multiband microstrip antenna for superstrates with split ring resonator for c  x communication",Customized multi-band microfoloscope antenna with a high gain based on the liquid copper detachable ring resonator for supervads with a plug-in ring resonator for communication in the C x ranges,Q2,TRUE,106600,,,,,,,,,,,,,,,
1833,2,"Настраиваемая многополосная микрополосковая антенна с высоким коэффициентом усиления на основе жидкостного  медного разъемного кольцевого резонатора для суперстратов с разъемным кольцевым резонатором для связи в диапазонах c  x
 
 Configurable high gain liquid  copper split ring resonator multiband microstrip antenna for superstrates with split ring resonator for c  x communication",Customized multi-band microfoloscope antenna with a high gain based on the liquid copper detachable ring resonator for supervads with a plug-in ring resonator for communication in the C x ranges,Q2,TRUE,98400,,,,,,,,,,,,,,,
1833,3,"Настраиваемая многополосная микрополосковая антенна с высоким коэффициентом усиления на основе жидкостного  медного разъемного кольцевого резонатора для суперстратов с разъемным кольцевым резонатором для связи в диапазонах c  x
 
 Configurable high gain liquid  copper split ring resonator multiband microstrip antenna for superstrates with split ring resonator for c  x communication",Customized multi-band microfoloscope antenna with a high gain based on the liquid copper detachable ring resonator for supervads with a plug-in ring resonator for communication in the C x ranges,Q2,TRUE,90200,,,,,,,,,,,,,,,
1833,4,"Настраиваемая многополосная микрополосковая антенна с высоким коэффициентом усиления на основе жидкостного  медного разъемного кольцевого резонатора для суперстратов с разъемным кольцевым резонатором для связи в диапазонах c  x
 
 Configurable high gain liquid  copper split ring resonator multiband microstrip antenna for superstrates with split ring resonator for c  x communication",Customized multi-band microfoloscope antenna with a high gain based on the liquid copper detachable ring resonator for supervads with a plug-in ring resonator for communication in the C x ranges,Q2,TRUE,82000,,,,,,,,,,,,,,,
1833,5,"Настраиваемая многополосная микрополосковая антенна с высоким коэффициентом усиления на основе жидкостного  медного разъемного кольцевого резонатора для суперстратов с разъемным кольцевым резонатором для связи в диапазонах c  x
 
 Configurable high gain liquid  copper split ring resonator multiband microstrip antenna for superstrates with split ring resonator for c  x communication",Customized multi-band microfoloscope antenna with a high gain based on the liquid copper detachable ring resonator for supervads with a plug-in ring resonator for communication in the C x ranges,Q2,TRUE,57400,,,,,,,,,,,,,,,
1833,6,"Настраиваемая многополосная микрополосковая антенна с высоким коэффициентом усиления на основе жидкостного  медного разъемного кольцевого резонатора для суперстратов с разъемным кольцевым резонатором для связи в диапазонах c  x
 
 Configurable high gain liquid  copper split ring resonator multiband microstrip antenna for superstrates with split ring resonator for c  x communication",Customized multi-band microfoloscope antenna with a high gain based on the liquid copper detachable ring resonator for supervads with a plug-in ring resonator for communication in the C x ranges,Q2,TRUE,41000,,,,,,,,,,,,,,,
1834,1,"Влияние культурного фактора на инструментарий СМИ
 The influence of the cultural factor on the media toolkit",Effect of cultural factor on media tools,Q3Q4,FALSE,82000,,,,,,,,,,,,,,,
1834,2,"Влияние культурного фактора на инструментарий СМИ
 The influence of the cultural factor on the media toolkit",Effect of cultural factor on media tools,Q3Q4,FALSE,68880,,,,,,,,,,,,,,,
1834,3,"Влияние культурного фактора на инструментарий СМИ
 The influence of the cultural factor on the media toolkit",Effect of cultural factor on media tools,Q3Q4,FALSE,54940,,,,,,,,,,,,,,,
1835,1,"Структурные и функциональные свойства частично стабилизированного оксида магния полученного путем микроволнового нагрева
 Structural and functional properties of partially stabilized magnesium oxide obtained by microwave heating",Structural and functional properties of partially stabilized magnesium oxide obtained by microwave heating,Q4,FALSE,39360,,,,,,,,,,,,,,,
